drug_name,num_prescriber,total_cost
CHLORHEXIDINE GLUCONATE,32174,6561111
KADIAN,287,6534449
FYCOMPA,393,6502965
ALREX,1071,6497699
UCERIS,284,6445391
BISOPROLOL-HYDROCHLOROTHIAZIDE,21474,6389748
THIOLA,68,6375886
LITHIUM CARBONATE ER,11920,6334909
PENTOXIFYLLINE,11311,6314454
LITHIUM CARBONATE,22305,6309101
APIDRA,849,6307084
GLATOPA,92,6285613
DUTASTERIDE,1564,6268928
KORLYM,20,6218344
NILANDRON,66,6196158
INVEGA TRINZA,74,6167197
VERAPAMIL HCL,12087,6135833
HYDROXYZINE PAMOATE,16440,6111739
FLUDROCORTISONE ACETATE,13981,6084541
OLOPATADINE HCL,1274,6079117
PIROXICAM,3569,6074434
BEPREVE,710,6031959
TIAGABINE HCL,896,5993687
ELIDEL,724,5958911
ZYPREXA RELPREVV,162,5956766
SOMATULINE DEPOT,78,5923985
LOPERAMIDE,12629,5921546
MERCAPTOPURINE,2514,5898710
EMEND,392,5887483
BROMOCRIPTINE MESYLATE,1599,5872554
ZELBORAF,56,5821733
NEURONTIN,807,5793589
ZYFLO CR,128,5780923
EDARBYCLOR,1540,5775552
SYMLINPEN 120,276,5760757
DEXAMETHASONE,15705,5714379
MOMETASONE FUROATE,9330,5693320
PROCTOSOL-HC,4983,5667899
THIOTHIXENE,3817,5647363
DICLOFENAC SODIUM-MISOPROSTOL,2252,5645191
ZAFIRLUKAST,3477,5640340
JUBLIA,541,5635214
BROMFENAC SODIUM,1095,5632122
EVISTA,1553,5630400
LEVETIRACETAM ER,2878,5591006
ZYKADIA,40,5563840
BROVANA,655,5530984
EDARBI,1598,5488347
PROZAC,655,5484809
HALOPERIDOL DECANOATE 100,2362,5456025
FERRIPROX,32,5430502
RIZATRIPTAN,7561,5414824
DEMECLOCYCLINE HCL,969,5391066
BACITRACIN,2363,5388728
RISPERDAL,502,5378749
RILUZOLE,591,5366346
MOXIFLOXACIN HCL,2447,5357313
ADACEL TDAP,3209,5326768
TRIFLUOPERAZINE HCL,3799,5269722
RAPAMUNE,238,5268115
EVOTAZ,176,5249843
ABSTRAL,24,5244201
SELEGILINE HCL,1909,5172809
ZEGERID,253,5165251
TAZTIA XT,8552,5161174
KETOPROFEN,574,5127190
BETAMETHASONE VALERATE,4553,5110973
DOXERCALCIFEROL,359,5089434
MYALEPT,6,5023542
SILVER SULFADIAZINE,7755,5018139
ZORTRESS,109,4967878
METHIMAZOLE,13939,4966076
VALCHLOR,43,4955402
INDAPAMIDE,12240,4911449
TASMAR,37,4879378
AMBIEN,818,4858840
DARAPRIM,46,4853475
CAPRELSA,31,4842955
LOTRONEX,148,4831285
FENTANYL CITRATE,161,4807007
GLYCOPYRROLATE,4405,4784606
EYLEA,66,4779048
OXAPROZIN,1715,4766558
ISTALOL,894,4759707
CLORAZEPATE DIPOTASSIUM,9613,4757422
BENLYSTA,87,4750274
FLUOCINOLONE ACETONIDE OIL,1234,4721279
NYAMYC,5161,4702005
MEDROXYPROGESTERONE ACETATE,11983,4670280
FINACEA,990,4654084
PALIPERIDONE ER,356,4631792
CABERGOLINE,1677,4624353
HEPARIN SODIUM,2562,4607596
MYFORTIC,264,4590874
OPDIVO,25,4532001
DIOVAN HCT,1328,4526599
PEG 3350-ELECTROLYTE,5927,4516648
COSOPT PF,1335,4514459
TESTIM,518,4512773
FLUPHENAZINE HCL,8627,4478021
GENOTROPIN,151,4476710
NAFTIN,462,4451696
FRAGMIN,152,4438269
MEROPENEM,1140,4432660
GAVILYTE-N,4179,4395219
BETOPTIC S,780,4390829
ZYVOX,92,4385928
SULFASALAZINE DR,2539,4373636
CEFPODOXIME PROXETIL,2234,4342471
AZASITE,890,4327281
DESIPRAMINE HCL,2898,4306667
LUNESTA,832,4301544
ITRACONAZOLE,491,4286351
SURE COMFORT,5742,4270548
CARBATROL,1144,4265898
GLYBURIDE-METFORMIN HCL,9138,4241650
HORIZANT,530,4235367
REGRANEX,176,4231094
EMSAM,216,4213713
DILTIAZEM 12HR ER,2583,4212620
ETODOLAC ER,1425,4160245
XALATAN,1379,4155954
HUMATROPE,127,4126489
UNIFINE PENTIPS,7321,4121842
IMIPRAMINE HCL,9856,4087689
XANAX,861,3995912
MISOPROSTOL,3281,3993641
CARIMUNE NF NANOFILTERED,32,3978675
SANDOSTATIN LAR,50,3966484
CYCLOSPORINE MODIFIED,1260,3959630
ALIMTA,44,3937564
SAIZEN,28,3936430
INVIRASE,230,3934040
NAPROXEN SODIUM,5025,3926253
GABITRIL,425,3920962
PERFOROMIST,408,3915949
MIRAPEX ER,393,3914874
TIMOPTIC OCUDOSE,418,3885983
ALCOHOL PADS,3813,3885026
COSENTYX PEN (2 PENS),40,3879864
AMBIEN CR,785,3870490
SODIUM CHLORIDE,6467,3866300
HYDROCODONE-IBUPROFEN,4850,3846303
DEXTROAMPHETAMINE SULFATE,1478,3819098
BIVIGAM,14,3777021
SANCUSO,153,3776174
OLANZAPINE-FLUOXETINE HCL,629,3772819
FUZEON,87,3761777
RAYOS,84,3756297
INTRALIPID,428,3723274
CEFEPIME HCL,1144,3697027
ADDERALL XR,693,3610835
DIHYDROERGOTAMINE MESYLATE,93,3605740
AXIRON,376,3561557
RISEDRONATE SODIUM DR,763,3558875
PICATO,244,3558206
ANAGRELIDE HCL,1383,3553426
MEGACE ES,220,3550413
SINGULAIR,1165,3542152
VIVITROL,148,3518027
PENICILLIN V POTASSIUM,15687,3508135
CARDIZEM CD,222,3505141
OXANDROLONE,211,3504159
E.E.S. 200,219,3483299
AURYXIA,193,3481656
OSENI,479,3471146
ANDRODERM,587,3443662
ARMOUR THYROID,5884,3430502
ORACEA,323,3395665
THIORIDAZINE HCL,4002,3381043
VIVELLE-DOT,1555,3372217
SANDOSTATIN LAR DEPOT,40,3371511
LOXAPINE,3132,3364684
RIBAVIRIN,748,3357143
FOSINOPRIL SODIUM,12998,3345345
TETRABENAZINE,28,3321848
TRIMETHOPRIM,6897,3318469
ALVESCO,533,3316818
NORVASC,1509,3273739
RUCONEST,3,3262025
KINERET,64,3202050
FLUVOXAMINE MALEATE ER,586,3190794
TRIAZOLAM,4443,3175203
VERAPAMIL ER PM,2705,3144682
COMETRIQ,20,3133586
ZAVESCA,10,3125061
VGO 40,491,3109462
NALTREXONE HCL,2748,3099544
ALDURAZYME,4,3090450
TEFLARO,124,3045752
OXAZEPAM,3167,3038212
LAMIVUDINE HBV,527,3036850
KLOR-CON 8,4861,3033528
MEXILETINE HCL,1483,3001287
ADEFOVIR DIPIVOXIL,258,2973048
LEVALBUTEROL HCL,1071,2951927
ULTICARE,3691,2928522
MIACALCIN,51,2910767
TYGACIL,138,2895265
OXTELLAR XR,299,2893038
RIBASPHERE RIBAPAK,142,2887428
SULINDAC,6346,2867363
PROCHLORPERAZINE MALEATE,14352,2860459
TRAVOPROST,899,2842093
GAVILYTE-G,4566,2829174
MINOXIDIL,7837,2826342
NPLATE,26,2816991
TIROSINT,1046,2791668
AUTOSHIELD DUO PEN NEEDLE,2112,2788636
LIDOCAINE HCL,7112,2775595
ZALEPLON,4902,2723745
OMNITROPE,125,2705069
LAZANDA,13,2681937
ZYPREXA ZYDIS,172,2662556
LAMICTAL ODT,253,2662377
FASLODEX,83,2661976
DANTROLENE SODIUM,1575,2654788
CERDELGA,6,2648324
PLEGRIDY,38,2633183
ELAPRASE,2,2626028
DESLORATADINE,3328,2621650
EXFORGE HCT,688,2618522
SPS,2004,2585418
ZOHYDRO ER,298,2576349
LESCOL XL,656,2551976
TRIHEXYPHENIDYL HCL,9452,2549935
CYPROHEPTADINE HCL,3428,2541348
ZELAPAR,53,2533677
FAMCICLOVIR,2392,2528757
ZOLOFT,665,2524873
BUTALB-CAFF-ACETAMINOPH-CODEIN,1766,2522200
OCTREOTIDE ACETATE,257,2515105
BUTORPHANOL TARTRATE,1487,2500339
NOVOFINE,3011,2494785
RIFAMPIN,2135,2490571
TEKTURNA HCT,955,2487461
DIBENZYLINE,18,2460410
CYCLOSET,274,2456702
BELSOMRA,584,2450094
PINDOLOL,1899,2449782
ARICEPT,394,2448356
ROXICODONE,119,2446054
NESINA,378,2425084
NEOMYCIN-POLYMYXIN-HYDROCORT,3995,2414988
CLINISOL,355,2413949
LASTACAFT,669,2409848
NORCO,436,2406445
KIONEX,1835,2354950
EPITOL,2736,2341946
QUINAPRIL-HYDROCHLOROTHIAZIDE,3404,2334872
FROVA,213,2333367
ETHAMBUTOL HCL,1570,2332934
TRICOR,930,2329823
LANOXIN,1357,2329473
NITROGLYCERIN,634,2329293
DICLOFENAC SODIUM ER,3964,2292763
TERBINAFINE HCL,10831,2282684
VALIUM,401,2266105
PAZEO,491,2255126
ERBITUX,14,2250091
ELELYSO,5,2247401
HYQVIA,27,2247318
AMRIX,148,2237690
ATOVAQUONE-PROGUANIL HCL,530,2236235
BUTALBITAL COMPOUND-CODEINE,974,2224896
PIPERACILLIN-TAZOBACTAM,667,2220291
LEUCOVORIN CALCIUM,1699,2212671
IMITREX,195,2212351
NUTROPIN AQ NUSPIN,58,2209711
LEVOCARNITINE,1366,2205744
LEUKERAN,300,2195618
VERAPAMIL SR,2969,2195499
CHOLESTYRAMINE LIGHT,1548,2188674
PEGASYS,41,2184097
MS CONTIN,135,2182789
TREXIMET,183,2182736
APLENZIN,74,2179467
FLUVASTATIN SODIUM,1030,2176493
GAMMAGARD S-D,21,2175209
TOBI PODHALER,18,2174842
ZOVIRAX,165,2174326
OXYTROL,345,2169039
APTIVUS,111,2162530
PERJETA,26,2154350
NEFAZODONE HCL,1553,2137153
GAVILYTE-C,2195,2124423
DAPSONE,2567,2117627
FORTAMET,64,2109714
QNASL,638,2103849
DEPAKOTE SPRINKLE,351,2102226
PANCREAZE,256,2096000
KYNAMRO,6,2077703
ENULOSE,3551,2076170
KERYDIN,108,2070961
POTIGA,141,2053481
LODOSYN,63,2050657
NEORAL,276,2031282
SIMCOR,548,2013507
LUCENTIS,28,2009325
PREPOPIK,693,2008593
EPOGEN,219,1994655
INDERAL LA,226,1992798
PROPYLTHIOURACIL,2085,1982588
VIRAMUNE XR,169,1965598
CLOBETASOL EMOLLIENT,654,1965175
ZOLINZA,17,1932033
ESTRADIOL-NORETHINDRONE ACETAT,931,1931715
PHENAZOPYRIDINE HCL,1845,1929152
PULMICORT,172,1923901
ZOCOR,513,1916023
DILAUDID,240,1890606
DIFLUNISAL,982,1884716
DETROL LA,532,1874506
TRANYLCYPROMINE SULFATE,425,1870003
SODIUM POLYSTYRENE SULFONATE,1087,1866473
OPIUM TINCTURE,202,1858494
INTRON A,76,1850534
LEVOXYL,2467,1845636
LEVORPHANOL TARTRATE,76,1844029
DIFLORASONE DIACETATE,231,1837589
CROMOLYN SODIUM,1515,1836598
THEO-24,1024,1833486
ZOMIG,179,1822412
ABRAXANE,22,1821212
ALOXI,58,1817741
MICARDIS,702,1807921
BUTALBITAL-ASPIRIN-CAFFEINE,1644,1800090
NAMZARIC,342,1793832
ERYPED 200,120,1784924
SYLATRON,17,1760902
PRANDIN,184,1749312
PERPHENAZINE-AMITRIPTYLINE,1670,1738705
FLUNISOLIDE,1588,1738422
NEOMYCIN-POLYMYXIN-HC,2522,1721893
NEVIRAPINE,1095,1702539
TERBUTALINE SULFATE,411,1695132
REMODULIN,6,1690322
LEVOBUNOLOL HCL,2685,1684812
LEVEMIR FLEXPEN,286,1678101
PLAQUENIL,276,1678024
SUMAVEL DOSEPRO,79,1677071
PREVALITE,1130,1672662
VGO 30,298,1646568
VGO 20,274,1646208
EASY TOUCH PEN NEEDLE,3063,1625719
KEYTRUDA,9,1625186
DEXEDRINE,77,1625026
MINIVELLE,678,1620961
PRED FORTE,269,1615216
BETIMOL,704,1614147
TRIZIVIR,73,1614044
ENALAPRIL-HYDROCHLOROTHIAZIDE,6594,1599352
DEXTROSE IN WATER,1134,1585167
CEFPROZIL,1399,1584995
CARAC,43,1581217
CYCLOPHOSPHAMIDE,173,1575799
GELNIQUE,322,1569974
ZOLEDRONIC ACID,154,1567336
AMILORIDE HCL,2233,1561807
MOVANTIK,365,1551820
MILRINONE LACTATE,57,1548292
TERCONAZOLE,2085,1533564
TENORMIN,372,1524749
MATZIM LA,1184,1523716
PENTAZOCINE-NALOXONE HCL,512,1518092
MYCAMINE,70,1510782
DOCETAXEL,47,1510514
SALSALATE,521,1508241
NICOTROL,323,1497611
ACTIQ,7,1495323
SSD,3159,1488198
COZAAR,800,1475183
CEFADROXIL,4522,1472407
PAXIL,460,1470457
KRISTALOSE,267,1470327
EPINASTINE HCL,796,1462053
GENERLAC,4068,1460216
CYCLOSPORINE,275,1454368
OXALIPLATIN,46,1453889
SIMPONI ARIA,15,1453018
NIASPAN,382,1452699
ALBENZA,13,1446848
NARATRIPTAN HCL,1163,1440732
BUPHENYL,10,1439668
SPORANOX,46,1437725
PROBENECID,2501,1428283
DENAVIR,117,1422773
VIMIZIM,1,1416815
LOTREL,451,1415157
ILARIS,5,1409581
NICOTROL NS,218,1399042
SUMATRIPTAN,334,1397070
METOPROLOL-HYDROCHLOROTHIAZIDE,1837,1388451
ORPHENADRINE CITRATE,2173,1379008
DYRENIUM,355,1377167
POLYMYXIN B SUL-TRIMETHOPRIM,2953,1369114
COSOPT,383,1363569
ISOSORBIDE MONONITRATE,5760,1354861
HYSINGLA ER,193,1351902
FEMARA,139,1351017
REXULTI,91,1348423
MICARDIS HCT,500,1340090
ACAMPROSATE CALCIUM,587,1339891
ZYMAXID,163,1321815
THEOPHYLLINE,1409,1316027
ZYLET,222,1296315
STIOLTO RESPIMAT,202,1292108
EQUETRO,251,1287129
MESALAMINE,286,1277445
MONUROL,353,1268925
TRANDOLAPRIL,3853,1264877
AVAPRO,569,1262546
ZOLMITRIPTAN,715,1261235
ALINIA,62,1259743
ZIRGAN,242,1253134
CANDESARTAN-HYDROCHLOROTHIAZID,884,1245135
CIMETIDINE,2735,1244520
DIPENTUM,80,1227963
ALCLOMETASONE DIPROPIONATE,673,1221091
COMBIVIR,98,1219471
VICODIN ES,592,1216888
CAMBIA,130,1216259
MEPRON,50,1214604
TOBRAMYCIN,3281,1209621
DONEPEZIL HCL ODT,1739,1207063
ERY-TAB,260,1205113
RYTHMOL SR,144,1203329
ESTAZOLAM,1222,1195498
RIFABUTIN,134,1193982
ADAGEN,1,1193562
BETAXOLOL HCL,818,1192039
DIDANOSINE,328,1184010
MEPROBAMATE,369,1181099
VERSACLOZ,33,1172582
CYRAMZA,11,1172355
HYDROCORTISONE BUTYRATE,434,1170489
PIOGLITAZONE-GLIMEPIRIDE,202,1166482
ERYPED 400,61,1163522
CALCIPOTRIENE-BETAMETHASONE DP,92,1158861
CLIMARA,620,1153929
ARCAPTA NEOHALER,258,1152268
TYVASO,6,1147983
PEG-3350 AND ELECTROLYTES,2801,1146468
TACLONEX,65,1146431
ZORVOLEX,282,1144144
VASOTEC,101,1124822
ETHOSUXIMIDE,571,1118596
PROBENECID-COLCHICINE,1455,1106486
GENGRAF,285,1106268
COLISTIMETHATE,97,1102078
WELLBUTRIN SR,255,1101552
ASCOMP WITH CODEINE,545,1098700
COREG,367,1098581
FORTICAL,929,1091855
COMBIPATCH,500,1090955
ARIMIDEX,147,1088809
ACTOS,175,1087465
METHYLPHENIDATE LA,443,1086709
ACEBUTOLOL HCL,3089,1080279
OTREXUP,98,1080094
UROXATRAL,138,1078716
MIGRANAL,25,1074283
PRAMIPEXOLE ER,128,1065436
FLEBOGAMMA DIF,15,1065004
TREANDA,9,1064191
DIFICID,21,1063451
VALTREX,185,1063155
HYZAAR,511,1055548
ERYTHROCIN STEARATE,165,1051770
INCRUSE ELLIPTA,223,1045515
NAFCILLIN SODIUM,104,1044516
NORETHINDRONE ACETATE,959,1042175
QUININE SULFATE,393,1035539
AZACITIDINE,15,1023202
CYSTADANE,29,1019366
ZUBSOLV,170,1018282
KLOR-CON,360,1016957
IMIPRAMINE PAMOATE,244,1014267
RIBASPHERE,318,1012229
MOEXIPRIL HCL,1669,1012063
MOXEZA,139,1009906
ARESTIN,19,1008266
QUINIDINE GLUCONATE,175,1001570
NICARDIPINE HCL,396,998147
OXISTAT,102,986889
CANCIDAS,19,980590
FLUOCINONIDE-E,400,974780
DEPAKENE,100,972796
EASY COMFORT PEN NEEDLES,903,970348
METHSCOPOLAMINE BROMIDE,360,964208
INDOMETHACIN,3001,963494
LACRISERT,124,954185
ALPRAZOLAM ER,1747,946140
GUANFACINE HCL ER,356,943143
METHYLERGONOVINE MALEATE,25,932370
FARESTON,51,928274
ADVICOR,253,921406
PRILOSEC,178,919246
VICODIN,688,918489
CHLORZOXAZONE,1614,918292
HUMIRA PEN PSORIASIS,11,917753
FARYDAK,9,914816
CLARITHROMYCIN ER,601,909787
KAZANO,150,909662
MAXALT,105,909402
ANTARA,127,897398
EVZIO,58,897363
ADDERALL,163,884083
DANAZOL,241,878508
KADCYLA,8,876568
DEMSER,3,872702
REQUIP XL,136,872422
RIDAURA,45,870427
PAXIL CR,326,869675
VERAMYST,343,866280
VICODIN HP,278,857105
IMIPENEM-CILASTATIN SODIUM,264,855656
LINEZOLID,48,855361
PULMOZYME,16,843903
SANDOSTATIN,10,832414
SODIUM BICARBONATE,678,831302
ZESTRIL,228,829214
ULTRAM,193,828914
PEN NEEDLE,2756,825859
BUPRENEX,23,825014
TAZORAC,104,819299
GLYSET,236,813451
ARIXTRA,16,811083
SOTALOL AF,1982,806885
CAPTOPRIL-HYDROCHLOROTHIAZIDE,656,805123
CONCERTA,175,802178
CORDRAN,114,799876
ENTYVIO,12,799803
SOLARAZE,21,794338
ZYCLARA,38,793945
NITRO-DUR,388,792091
GEMCITABINE HCL,50,787713
CATAPRES-TTS 3,131,786642
SYMLINPEN 60,69,783349
MIRAPEX,147,782927
ATACAND,469,778602
ENTOCORT EC,37,770743
COMFORT EZ,756,769566
DEXAMETHASONE SODIUM PHOSPHATE,1165,768525
ZIPSOR,92,764515
CEFAZOLIN SODIUM,642,764359
HALOPERIDOL LACTATE,1341,759405
STAXYN,75,757751
PEXEVA,127,756073
ISRADIPINE,519,750625
PROMETHEGAN,206,749048
DEPEN,16,745153
HYDROCORTISONE-ACETIC ACID,364,730759
AROMASIN,75,730152
PHENYTEK,746,728428
AMILORIDE-HYDROCHLOROTHIAZIDE,2320,723334
SIGNIFOR,5,722504
STALEVO 100,76,717422
BUTALB-ACETAMINOPH-CAFF-CODEIN,142,713146
PROTRIPTYLINE HCL,298,710464
TOBRAMYCIN SULFATE,264,707421
GLUCOPHAGE,457,703457
DISOPYRAMIDE PHOSPHATE,643,703410
FULYZAQ,74,702917
PEN NEEDLES,1388,701289
ENTRESTO,94,699677
PATANASE,151,697805
METHYLPHENIDATE HCL CD,260,697432
SUCRAID,6,695238
CELEXA,222,695198
BONIVA,190,692057
CLINDAMYCIN-BENZOYL PEROXIDE,148,691981
CYTOMEL,482,691419
SYNRIBO,8,689688
LEVITRA,167,688159
MONOJECT INSULIN SYRINGE,1010,686234
NOVOTWIST,749,683602
ZOSYN,148,682032
FIORINAL WITH CODEINE #3,61,680859
NALBUPHINE HCL,131,680599
DESVENLAFAXINE ER,252,679778
ALOSETRON HCL,31,677306
VECTIBIX,7,670990
ANADROL-50,10,670120
ATROPINE SULFATE,1196,669343
NATPARA,6,667917
MEPERIDINE HCL,701,667247
SULFACETAMIDE SODIUM,804,661657
TETRACYCLINE HCL,145,658201
CODEINE SULFATE,639,654554
CYSTARAN,13,652664
TWINRIX,132,649467
DDAVP,40,649336
SOMA,56,649035
CHLORDIAZEPOXIDE-AMITRIPTYLINE,588,644513
SODIUM PHENYLBUTYRATE,4,643598
EPIVIR,269,643196
ERYTHROMYCIN-BENZOYL PEROXIDE,304,643023
PAMELOR,31,640669
ACETYLCYSTEINE,627,636078
CARDIZEM LA,320,634110
MENEST,808,633795
ALTACE,280,632551
NIMODIPINE,21,632328
ORAP,325,626969
INNOPRAN XL,82,624429
SANDIMMUNE,86,622209
GUANFACINE HCL,3000,621504
TRILIPIX,215,621398
DISULFIRAM,488,619272
AMPICILLIN SODIUM,237,618323
METHOXSALEN,15,618014
SINEMET 25-100,172,617538
MARINOL,21,617392
NIZATIDINE,1454,607921
MAXALT MLT,99,607824
DIPYRIDAMOLE,1597,607332
SINGLE USE SWAB,6064,604989
MIGERGOT,46,604925
KLONOPIN,233,603699
ANAFRANIL,20,602050
HEPSERA,41,599619
CATAPRES-TTS 2,128,598278
METHAMPHETAMINE HCL,52,597465
NULOJIX,18,596843
AFEDITAB CR,1253,591996
ZIAGEN,86,589083
LITHOBID,109,583698
MIMVEY,360,582139
PROAIR RESPICLICK,477,577785
SUPRAX,130,577502
OSMOPREP,149,575387
AZTREONAM,56,571614
HALOG,37,571422
AMIKACIN SULFATE,369,567342
FOCALIN XR,113,564046
EASY TOUCH,1329,557957
LIDOCAINE HCL VISCOUS,2967,547904
STALEVO 150,65,541549
SORIATANE,32,537484
GRISEOFULVIN ULTRAMICROSIZE,96,537025
DEXMETHYLPHENIDATE HCL ER,174,535662
AMPICILLIN-SULBACTAM,268,534957
SAVAYSA,108,532246
VITAMIN D2,1663,531474
OMNARIS,164,524286
RITALIN LA,116,522646
PARNATE,34,520181
EMBEDA,47,518071
FIRMAGON,34,515883
SIVEXTRO,8,513285
ZETONNA,164,512169
RIOMET,136,510111
ZYFLO,16,509893
CADUET,134,508160
PROCARDIA XL,194,508064
ISORDIL,48,506268
FLUOXETINE DR,251,505656
ELIPHOS,147,503670
ALTOPREV,75,500846
LIPOFEN,176,500743
PHENELZINE SULFATE,458,495450
PRED MILD,148,490970
CEFEPIME,120,489931
REQUIP,95,488333
DEPO-TESTOSTERONE,567,486915
OXACILLIN SODIUM,52,484504
NEOMYCIN SULFATE,1102,483239
CEFTAZIDIME,215,482482
BICILLIN L-A,79,482300
PACERONE,431,481112
AMOXICILLIN-CLAVULANATE POT ER,251,478463
ASTEPRO,174,472508
CLICKFINE,1293,465867
VECTICAL,140,463930
EVOXAC,83,463638
STALEVO 200,53,460965
FLUTAMIDE,253,454467
ACTOPLUS MET XR,66,454441
AVALIDE,185,453636
TRUEPLUS INSULIN SYRINGE,1125,448001
ARCALYST,2,447517
MONOJECT INSULIN SAFETY SYRNG,493,447075
ACETIC ACID,1008,445146
TARKA,207,443841
OPANA,25,440359
EDLUAR,93,439517
ZIDOVUDINE,648,438968
HAVRIX,139,435731
TRAVASOL,97,435634
NALOXONE HCL,80,434091
FLURAZEPAM HCL,1335,433017
DIPHENHYDRAMINE HCL,780,431903
NAPRELAN,35,426914
PHOSLYRA,130,425476
LORZONE,59,424222
ZOFRAN,15,423997
NITROLINGUAL,61,423161
BINOSTO,100,420716
PROGLYCEM,34,420271
CRIXIVAN,72,419550
IVERMECTIN,515,419386
SELENIUM SULFIDE,1233,419135
CLONIDINE HCL ER,102,417039
FOSAMAX PLUS D,208,414618
METHOTREXATE SODIUM,1247,412267
CLARINEX,161,411943
ZANTAC,83,411815
HECTOROL,37,410317
AMPICILLIN TRIHYDRATE,2734,410215
FOSINOPRIL-HYDROCHLOROTHIAZIDE,646,410085
LAMOTRIGINE ODT,59,409237
FML FORTE,173,409030
DICLOXACILLIN SODIUM,672,408406
RESTORIL,53,408039
FIORICET,78,408015
EURAX,47,406967
COMTAN,48,406226
GENVOYA,10,405775
TOPIRAMATE ER,52,404649
SKELAXIN,61,401447
LORAZEPAM INTENSOL,608,399746
AXERT,57,399197
DIVIGEL,191,397409
BETAPACE,46,395155
STAVUDINE,279,395147
CELONTIN,131,394150
PROLEUKIN,3,393612
TOLCAPONE,3,393444
FLURBIPROFEN,724,393425
PROTOPIC,34,393115
GLUCOPHAGE XR,277,386872
FEMRING,63,379619
GRANISETRON HCL,116,378869
TYPHIM VI,96,376622
RISPERDAL M-TAB,34,376313
JINTELI,348,375255
FLAVOXATE HCL,355,374712
PERINDOPRIL ERBUMINE,670,373434
INTUNIV,79,370638
PHENADOZ,149,370376
PINNACAINE,5,368763
FORFIVO XL,94,368684
PRAVACHOL,130,368554
DECITABINE,3,366787
YERVOY,1,362638
FOLIC ACID,2336,361901
CALAN SR,137,360633
GLYXAMBI,43,357996
IRINOTECAN HCL,29,353133
TOBRADEX ST,101,351012
ZEMPLAR,69,349468
SULAR,51,349149
REMERON,160,348159
CILOXAN,111,347906
PRENATAL PLUS,1371,346130
CEFACLOR,262,345869
RITALIN,194,345822
OXYCODONE HCL-ASPIRIN,293,344961
PHOSPHA 250 NEUTRAL,569,344600
ABILIFY DISCMELT,24,344104
FLURBIPROFEN SODIUM,432,344092
XIGDUO XR,62,343177
NUTROPIN AQ,18,339672
BUPAP,30,338749
NAPHAZOLINE HCL,534,338667
COSENTYX (2 SYRINGES),3,334836
AMARYL,176,333549
CHLORDIAZEPOXIDE HCL,2412,333358
SYMBYAX,47,332255
TESTRED,2,331080
RILUTEK,12,330641
ROCALTROL,194,328313
METHYLDOPA,1210,323221
NUVARING,223,322986
NAPROXEN SODIUM CR,11,321095
ZONTIVITY,54,320685
CORTIFOAM,35,319865
RETIN-A,231,318056
ANZEMET,5,315803
AMOXAPINE,417,315500
BECONASE AQ,89,314813
RENACIDIN,236,311708
SURMONTIL,58,306174
PYRIDOSTIGMINE BROMIDE ER,24,305021
DEXTROSE 5%-0.45% NACL,854,302032
ESTROPIPATE,1050,294307
MITOMYCIN,12,293950
VIRAMUNE,32,293222
DIASTAT ACUDIAL,26,292011
CORLANOR,45,291370
ZOLMITRIPTAN ODT,155,289753
SULFADIAZINE,50,289043
MOBIC,73,288316
BRISDELLE,126,287671
NIFEDIPINE,260,287566
ARTHROTEC 75,80,287104
CEFOXITIN,64,286415
ARAVA,17,285247
ROBAXIN,5,282529
RASUVO,28,281340
REPATHA SURECLICK,12,281084
STALEVO 125,36,280589
UNIFINE PENTIPS PLUS,617,280319
VIOKACE,19,275711
BACITRACIN-POLYMYXIN,522,273112
SINEMET CR,83,271433
TELMISARTAN-AMLODIPINE,146,269520
XULANE,197,268192
ZANAFLEX,61,267020
CONSTULOSE,539,265168
LONSURF,3,264844
BUTALBITAL-ACETAMINOPHEN,272,264336
CLIMARA PRO,135,264280
ABELCET,12,262921
ERYTHROMYCIN ETHYLSUCCINATE,56,261057
HYOSCYAMINE SULFATE,380,258654
POLYMYXIN B SULFATE,118,258167
ATACAND HCT,150,257417
PROSCAR,108,257414
DEXMETHYLPHENIDATE HCL,246,257237
AMINOCAPROIC ACID,31,253285
UNITHROID,330,252382
HUMALOG KWIKPEN U-200,17,251781
GRANIX,9,251508
PROCHLORPERAZINE,143,249648
DEMEROL,150,248917
CLOBEX,21,247545
ORTHO TRI-CYCLEN LO,145,247473
ZORBTIVE,1,245515
ULTRA COMFORT,770,244953
PHOSPHOLINE IODIDE,86,244869
GLYBURIDE MICRONIZED,1160,243687
INTERMEZZO,69,243619
ZOLADEX,14,243364
JEVTANA,2,241284
BETAPACE AF,34,239434
TRILYTE WITH FLAVOR PACKETS,569,239157
PYLERA,25,235179
DAYTRANA,58,235018
ACCUPRIL,152,233589
ZERBAXA,14,233253
FUSILEV,5,232493
TORISEL,3,231374
RIMSO-50,21,231277
LASIX,437,230933
PROMETHAZINE VC,246,230401
CUVPOSA,32,228159
DESOXYN,15,227520
WATER,461,227401
PREVIDENT,878,226643
IMURAN,49,226558
ULTRACET,62,226129
AFREZZA,34,224618
MOZOBIL,1,223898
FIORICET WITH CODEINE,20,223842
KENALOG-40,492,223312
PREDNISOLONE SODIUM PHOSPHATE,237,223113
VENTAVIS,1,221826
BUNAVAIL,33,221614
MODERIBA,13,221500
ADAPALENE,80,221295
XEOMIN,6,220716
TRIMETHOBENZAMIDE HCL,170,220636
DUAVEE,90,220356
DERMASILKRX SDS,3,219952
LUPRON DEPOT-PED,10,219839
